ID,channel,activities_22,activities_21,activities_20,latest_activity,latest_hqa,HQAs_22,HQAs_21,HQAs_20,"('aum', 'Active Equity')","('aum', 'Active FI')","('aum', 'Alts')","('aum', 'Bond ETF')","('aum', 'Core Equity')","('aum', 'Factors')","('aum', 'MAS')","('aum', 'Market Driven/Precision')","('aum', 'Megatrends')","('aum', 'Models')","('aum', 'Sustainable')",mkt_emails_clicked 2020,mkt_emails_opened 2020,mkt_emails_sent 2020,mkt_emails_clicked 2021,mkt_emails_opened 2021,mkt_emails_sent 2021,mkt_emails_clicked 2022,mkt_emails_opened 2022,mkt_emails_sent 2022,"('events_attended', 2020)","('events_attended', 2021)","('events_attended', 2022)","('webinars_attended', 2020)","('webinars_attended', 2021)","('webinars_attended', 2022)","('web_visits', 2020)","('web_visits', 2021)","('web_visits', 2022)","('advisor_center_completes', 2020)","('advisor_center_completes', 2021)","('advisor_center_completes', 2022)","('total_ac_portfolios', 2020)","('total_ac_portfolios', 2021)","('total_ac_portfolios', 2022)"
2258,uswa-emerging-wealth,40,47,30,6/29/22,1/21/22,1,6,6,56196.62,0,0,0,43770.63,0,0,122007.25,0,0,0,0,0,5,0,1,26,0,2,16,0,0,0,0,0,0,0,0,23,0,0,2,0,0,0
2259,uswa-core-wealth,6,29,1,5/2/22,4/12/22,2,0,0,213119.26,65461.15,0,159992,136146,46487,9677.34,1044597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2260,uswa-core-wealth,7,16,3,3/14/22,3/14/22,1,1,0,84680.14,184351.4,0,326171,941331,56888,72259.09,744260,56099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,uswa-core-wealth,0,8,2,10/12/21,8/28/20,0,0,2,85205.52,77202.23,0,0,0,0,33995.27,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2262,uswa-core-wealth,3,1,3,3/9/22,6/22/18,0,0,0,47589.215,118390.67,5718.89,23452,53379,0,13573.92,217223,14085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,uswa-metro-wealth,5,10,17,5/6/22,5/6/22,2,3,7,0,0,0,3297164,241985,798632,0,3686733,0,0,0,0,0,11,0,0,18,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2264,uswa-emerging-wealth,3,10,14,7/11/22,7/11/22,1,3,4,847116.41,70058.43,16542.745,1168404.28,767519.86,271673.98,0,5610674.235,7174.44,0,43369.36,0,9,145,0,3,81,0,2,32,0,0,0,0,0,0,0,43,0,0,3,0,0,1,0
2265,uswa-core-wealth,0,20,22,10/5/21,8/11/21,0,1,0,58665.24,436011.44,0,1014045,1447374,3667169,0,2092606,0,0,11677,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,uswa-core-wealth,2,3,8,3/8/22,12/16/19,0,0,0,177432.23,1147956.12,0,1162644,1123068,0,0,1621823,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,uswa-core-wealth,2,15,21,3/31/22,1/11/21,0,1,5,87757.43,139730.005,4496.71,276204,602810,22453,19138.09,469215,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,uswa-core-wealth,5,14,23,6/29/22,6/15/22,3,7,12,2901411.01,1213987.66,0,0,0,0,1209004.74,0,0,0,0,0,0,0,0,0,3,0,1,2,0,1,0,1,0,0,138,98,17,5,2,1,3,1,0
2269,uswa-core-wealth,19,21,3,7/5/22,3/26/14,0,0,0,111871.54,38946.975,0,153094,293709,1024,0,411426,0,0,5465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,uswa-emerging-wealth,29,22,28,6/24/22,11/23/20,0,0,4,58112.99,130721.44,77445.23,2825322.14,10225866.32,908201.23,304578.01,4737494.53,21844.8,0,0,0,0,2,0,0,12,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,uswa-core-wealth,9,7,2,7/6/22,7/6/22,2,0,0,40403,64291.43,0,244029,193644,56060,64489.88,164951,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,uswa-core-wealth,0,8,17,10/12/21,10/10/18,0,0,0,77331.7,381090.65,0,17892,167647,55975,0,233747,0,0,4210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,uswa-emerging-wealth,7,17,5,7/6/22,11/10/20,0,0,2,81636.73,0,11927.83,8984756.28,9795175.08,2603188.15,69176.66,10016956.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,uswa-core-wealth,18,33,10,6/13/22,5/10/22,2,2,3,129955.66,382827.34,0,1024802,1051187,15395,56070.24,944191,2361,0,0,0,3,3,0,3,9,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2275,uswa-core-wealth,9,18,6,3/11/22,2/10/22,2,0,0,10294.74,235703.72,0,240616,682046,11371,1409.48,2799986,20347,0,0,0,8,17,0,9,10,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
2276,uswa-core-wealth,19,16,21,7/1/22,1/21/22,1,3,5,16838293.72,325439.55,74510.87,5868760.48,433410.49,217635.29,742245.25,1695703.15,0,0,154137.63,0,0,6,0,0,3,0,0,11,0,0,0,0,0,0,19,6,0,2,0,0,0,0,0
2277,uswa-emerging-wealth,1,1,0,6/30/22,5/27/14,0,0,0,0,341305.5606,0,654888.18,245585.305,721948.4,0,6588661.704,255808.7,0,42070,0,0,5,0,0,41,0,0,9,1,0,0,2,0,0,151,145,9,2,5,2,2,9,1
2278,uswa-emerging-wealth,12,26,7,7/6/22,11/10/20,0,0,2,0,56814.11,5713.67,4478672.06,4879438.53,669372.89,103154.88,4718181.91,1734.3,0,0,0,0,1,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,uswa-core-wealth,11,30,26,7/6/22,8/6/21,0,3,2,91995.21,357859.83,357500.51,406047,253109,205369,167505.58,483033,18832,0,154021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,uswa-emerging-wealth,5,3,0,6/6/22,5/20/22,2,0,0,4489.394,65516.482,2023.826,25668.99,476901.56,187647.81,13829.446,190388.55,0,43638.64,48485.31,0,0,5,0,0,7,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2281,uswa-core-wealth,2,1,14,3/8/22,9/29/20,0,0,4,152306.68,511410.87,0,2631821,1216372,7644,0,4530575,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,39,0,0,3,0,0,1,0,0
2282,uswa-emerging-wealth,16,31,20,6/29/22,6/21/22,7,19,6,792950.92,126629.35,2107913.17,0,0,0,465745.23,0,0,0,0,0,0,4,2,3,13,3,4,17,0,0,0,0,1,1,7,9,8,0,0,0,0,0,0
2283,uswa-emerging-wealth,10,12,18,7/6/22,3/30/20,0,0,1,328532.8,63720.69,174164.92,8324210.95,4251630.85,4965739.84,179029.99,300917.95,14926.5,0,0,0,0,137,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,uswa-core-wealth,2,0,10,3/8/22,4/27/18,0,0,0,45628.9,71653.3,0,243935,406409,461612,0,489446,149756,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,uswa-core-wealth,17,29,2,6/13/22,12/3/18,0,0,0,103836.07,159475.73,0,461763,226973,0,51544.48,339974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,uswa-core-wealth,3,14,20,6/30/22,4/13/21,0,1,4,148446.51,131097.39,20933.96,402238,1940918,289032,16504.27,1852875,255824,0,1698,0,4,7,0,22,56,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,uswa-core-wealth,5,23,28,7/5/22,4/26/22,2,7,10,5156511.4,4574780,211575.59,774486,2085893,4461249,1892328.96,313835,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,401,112,0,8,5,0,15,7,0
2288,uswa-core-wealth,1,10,8,2/1/22,1/7/21,0,1,2,117360.38,102418.21,0,43744,50287,42304,0,290327,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2289,uswa-core-wealth,10,39,13,7/6/22,7/6/22,5,4,7,1942225.49,3836963.51,11271.33,258256,479397,1000418,1229397.67,1028121,3257,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,uswa-emerging-wealth,6,5,35,7/6/22,11/20/20,0,0,1,14966.68,0,0,3205757.57,3322158.07,2765127.81,95095.59,55418.72,0,0,0,0,0,30,0,0,20,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,uswa-core-wealth,24,15,18,6/27/22,2/15/22,7,3,3,535535.32,2643312.41,1630633.58,13745,1197175.67,337629.6,9211358.905,5795682.36,0,0,256331.24,0,0,12,0,0,5,1,2,20,0,0,0,0,0,0,62,10,0,2,3,0,2,0,0
2292,uswa-core-wealth,19,17,5,6/13/22,3/16/22,2,1,2,120508.11,276106.9,0,148816,142944,157161,95557.48,305135,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,uswa-core-wealth,5,30,13,5/23/22,1/0/00,0,0,0,166783.14,958832.28,13812.31,5025266,1569815,31535,127499.26,4912919,4353,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2294,uswa-core-wealth,7,15,30,5/4/22,8/12/19,0,0,0,68095.99,42761.96,0,5378,65551,0,24010.08,206394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2295,uswa-core-wealth,0,7,13,10/28/21,10/28/21,0,2,0,28390.535,328024.235,65165.66,1297072,336241,41368,43585.79,1665139,0,0,0,4,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0
2296,uswa-core-wealth,5,15,9,4/12/22,4/12/22,1,0,1,183933.96,374601.9,2685.15,662180,779700,41223,0,1834293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,uswa-core-wealth,11,18,12,6/30/22,5/27/22,3,2,1,62519.89,1825612.22,0,284392,3768463,873384,203957.92,241262,0,0,9145,0,12,71,0,13,54,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,uswa-core-wealth,7,30,13,5/19/22,8/30/21,0,3,6,168410.55,346887.47,0,157360,372951,15613,0,1125139,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,34,11,0,3,2,0,2,1
2299,uswa-core-wealth,3,4,5,3/9/22,8/31/21,0,3,0,362544.61,730921.25,0,717813,3394561,91372,1479353.15,1709196,0,0,0,3,7,76,0,16,69,2,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,uswa-core-wealth,9,31,15,5/24/22,5/24/22,1,0,1,249220.17,552325.215,0,7121812,110236,0,0,2148337,0,0,2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,uswa-core-wealth,6,12,24,6/29/22,3/16/21,0,1,3,331799.28,154172.88,46435.07,300935.59,182978.97,0,266969.76,792115.96,0,0,0,0,3,97,0,0,47,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,uswa-core-wealth,0,5,5,11/29/21,10/20/20,0,0,1,408631.69,334531.47,0,56606,401580,58619,0,339355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,uswa-core-wealth,2,15,13,3/17/22,3/17/22,1,0,0,6024.48,13321.56,0,133635,93361,0,0,217765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,uswa-core-wealth,7,18,33,5/4/22,12/10/18,0,0,0,213948.86,540914.91,1225.47,1223055,778380,5349,36306.95,1902491,3295,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2305,uswa-emerging-wealth,11,13,1,7/5/22,1/27/20,0,0,1,74338.87,147677.98,187324.19,65825.24,1750194.97,369484.55,0,1108613.82,0,0,259180.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,uswa-metro-wealth,3,20,2,6/6/22,4/10/22,1,4,0,107789.18,51191.7,0,2444266.45,1166634.79,312744.44,214801.25,10890435.89,8608,0,36066.21,0,0,2,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,uswa-core-wealth,7,19,8,5/20/22,12/17/21,0,1,0,219561.54,29564.24,345.27,559125,37535,22948,0,142794,4223,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,uswa-emerging-wealth,5,13,2,5/6/22,5/17/21,0,1,1,0,0,0,3625647.73,1772858.3,1404757.28,23073.69,159725.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,uswa-metro-wealth,8,14,2,6/24/22,4/8/22,2,2,1,4878398.99,14615.49,30664.69,2274842.23,1003063.82,0,0,1660284.63,0,0,0,0,0,2,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,uswa-core-wealth,5,25,12,3/11/22,11/1/21,0,2,1,876766.01,1582737.69,13024.87,475061,1820518,148274,387383.66,1450481,2011,0,15993,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311,uswa-core-wealth,4,18,8,5/2/22,4/22/20,0,0,2,0,75883.72,7153.52,146815,282370,272707,220300,470351,0,0,0,0,0,51,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,uswa-emerging-wealth,24,31,45,7/26/22,7/26/22,3,9,14,332488.38,5423982.4,3495881.92,10551557.61,8063824.53,2267854.32,1606362.37,3945077.35,101315.24,8809581,1567580.05,1,14,132,1,10,55,1,5,27,1,1,0,0,1,0,6,0,0,1,0,0,0,0,0
2313,uswa-core-wealth,5,9,16,5/31/22,3/11/22,1,2,6,287476.56,366146.97,0,7438937,1280303,0,0,3580472,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0
2314,uswa-core-wealth,0,5,6,12/9/21,7/6/20,0,0,1,52599.47,632256.44,0,7055762,1657442,26484,0,3008869,17657,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2315,uswa-core-wealth,4,26,3,5/3/22,12/30/21,0,1,0,243689.25,96613.76,0,172334,107240,15666,104140.59,182010,3393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2316,uswa-core-wealth,12,14,18,6/27/22,10/6/21,0,1,6,303539.045,1030249.685,0,1333006,893843,114615,219458.65,1362138,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2317,uswa-core-wealth,13,26,47,6/30/22,2/10/22,1,4,2,1134280.77,61520.49,385003.56,6559276.96,1604432.73,4528649.63,64693.03,1097092.4,8478,0,168323.59,11,164,184,2,88,104,2,36,45,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
2318,uswa-core-wealth,10,15,32,7/5/22,7/5/22,2,0,0,20846.64,115704.19,0,672909,424538,13067,3497.89,565174,0,0,41665,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,2,0,0,2,0,0
2319,uswa-emerging-wealth,17,9,3,7/6/22,6/1/22,4,1,2,36896.43,0,0,200378.33,2268976.6,5759675.77,0,4285646.32,0,0,3539.6,2,101,127,1,73,89,0,53,67,0,0,0,0,0,0,9,2,0,3,0,0,1,0,0
2320,uswa-core-wealth,2,9,8,7/5/22,4/22/21,0,1,0,147193.33,41007.14,0,732880,405340.32,0,59984.13,1500793,9985,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,uswa-core-wealth,2,10,11,6/30/22,6/30/22,1,0,3,140639.94,872716.18,0,221446,223525,72075,32067.06,318975,2791,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,uswa-core-wealth,7,22,15,7/6/22,11/23/20,0,0,3,32492.53,0,11242.51,123700,29379,1233,0,282491,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,uswa-core-wealth,7,16,27,5/19/22,5/19/22,1,1,4,833065.62,438068.58,0,459928,5121307,229440,190227.58,5524327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,21,0,2,2,0,0,2
2324,uswa-core-wealth,20,32,69,7/6/22,6/16/22,7,11,20,346743.06,1528888.27,15221.71,775201,1062496,2624418,532409.98,350852,231200,0,137569,2,14,80,1,5,60,0,3,30,0,0,1,0,0,0,180,80,0,0,0,0,0,0,0
2325,uswa-core-wealth,5,21,9,5/3/22,5/29/20,0,0,1,48557.45,326580.6,0,218556,592629,40681,0,1240680,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2326,uswa-core-wealth,2,15,2,6/30/22,1/0/00,0,0,0,167549.22,107189.1,0,457263,187631,0,67431.79,1230942,27953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,uswa-core-wealth,4,10,6,6/6/22,11/29/20,0,0,3,327089.725,952178.43,0,0,0,0,137037.66,0,0,0,4544.78,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,14,51,11,1,0,1,0,0,0
2328,uswa-emerging-wealth,7,9,6,7/6/22,10/9/17,0,0,0,70154.86,187692.73,0,0,0,0,29023.87,0,0,0,0,9,9,130,11,11,86,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,uswa-core-wealth,6,34,13,6/27/22,4/21/22,2,3,6,982852.6,658857.95,0,543557,1132491,966847,296629.41,167793,0,0,18395,0,0,0,0,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,uswa-core-wealth,6,32,13,4/25/22,2/10/22,1,0,3,1111066.08,1175113.83,13282.32,653896,300093,65027,616368.06,1305918,0,0,53408.65,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2331,uswa-core-wealth,12,40,10,6/2/22,5/31/22,5,4,4,60177.14,87668.65,0,212747,262403,44934,683652.61,432112,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,uswa-core-wealth,7,15,17,5/4/22,10/19/15,0,0,0,20270.52,45452.24,39581.91,156847,64554,14233,0,465504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,uswa-emerging-wealth,11,5,13,7/6/22,2/12/20,0,0,1,199943.91,409513.7,246904.84,746416.33,9045391.75,1419001.81,0,2172548.26,0,0,392659.5,0,0,2,0,0,3,0,0,12,0,0,1,0,0,0,50,24,0,4,3,0,2,0,0
2334,uswa-core-wealth,7,19,36,5/4/22,6/2/21,0,1,2,21756.86,53358.88,0,244924,18652,14661,0,221573,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2335,uswa-metro-wealth,1,4,22,6/22/22,1/13/21,0,1,1,34848.985,0,3029.49,247589.02,364956.04,0,0,1083778.945,0,0,0,0,0,1,0,1,8,0,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2336,uswa-core-wealth,21,20,0,7/5/22,6/7/17,0,0,0,50822.86,87889.79,0,567116,392871,23613,0,217811,0,0,30422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,uswa-core-wealth,9,7,16,6/30/22,10/3/19,0,0,0,392146.47,173222.155,0,60271,71985,22081,12421.505,192040,5727,0,0,0,2,3,0,1,9,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,uswa-emerging-wealth,2,4,1,2/24/22,9/30/19,0,0,0,109459.5943,77301.6849,0,0,0,0,10408.7973,0,0,0,0,0,0,0,0,3,15,0,1,14,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0
2339,uswa-metro-wealth,5,10,0,6/29/22,11/8/21,0,2,0,955.57,2465.55,1330.63,315649.685,357152.225,504981.9,0,517921.905,81128.59,0,37652.65,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0
2340,uswa-emerging-wealth,7,10,17,7/6/22,3/19/20,0,0,1,0,0,0,5915690.56,8816305.24,570054.24,35142.48,14634183.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,uswa-core-wealth,16,18,26,6/29/22,2/16/21,0,1,2,18930.12,16923.46,0,57607.2,18869590.55,252966.35,597602.21,228592.25,81508.3,0,0,0,0,5,0,3,13,0,4,49,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0
2342,uswa-emerging-wealth,37,38,25,6/29/22,1/23/19,0,0,0,0,0,0,5338963.82,68416304.6,264408,0,66649448.25,8632.82,0,50068.51,0,12,147,0,2,95,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,uswa-core-wealth,8,34,16,6/27/22,5/9/22,1,5,8,506659.57,734988.97,0,692373,567780,343383,745499.08,1007042,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,40,4,0,0,0,0,0,0,0
2344,uswa-core-wealth,10,13,32,5/18/22,1/11/21,0,1,2,383699.33,711653.85,0,3893314,1406801,146450,0,4509092,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,uswa-core-wealth,6,7,18,5/16/22,3/10/20,0,0,2,606727.43,20748.14,0,0,9293,0,112730.52,278363,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,uswa-core-wealth,1,10,10,3/8/22,6/15/21,0,1,2,522419.29,509139.32,27484.04,711819,335389.72,63825,147887.16,1520219,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2347,uswa-core-wealth,0,1,4,7/27/21,2/12/19,0,0,0,53072.55,661402.885,0,1031964,193176.885,172416,2548.29,688338,14290,0,37982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,uswa-core-wealth,15,28,31,6/16/22,6/13/22,6,6,9,746984.81,415606.27,0,90806,824774.24,1644,124256.66,393982,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,uswa-core-wealth,17,25,24,6/29/22,11/12/14,0,0,0,0,114222.85,0,158602.35,3151920.64,298958.6,108918.99,3446048.31,0,0,0,0,0,2,0,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,uswa-core-wealth,7,20,18,5/12/22,5/12/22,1,3,7,808626.27,104860.73,0,26476,2140,42402,0,1100659,0,0,0,0,0,2,0,0,7,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,uswa-core-wealth,4,14,8,3/8/22,2/16/22,3,8,0,1542052.59,671061.94,0,490410,444678,20030,622052.24,628251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,uswa-core-wealth,14,39,32,7/6/22,6/9/22,5,11,6,378934.99,1894425.51,0,411002,1552588,1207775,115021.36,1308102,45375,0,0,4,54,80,3,55,59,1,15,30,0,0,1,0,0,0,42,64,0,2,8,0,1,12,0
2353,uswa-core-wealth,7,14,32,5/2/22,6/1/20,0,0,7,86703.88,128809.29,0,64731,317514,1695,0,172657,9138,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2354,uswa-core-wealth,0,6,8,11/29/21,1/11/21,0,1,3,156233.73,283756.39,0,1104183,418994,172814,17412.22,1737871,0,0,0,0,0,1,0,0,3,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,uswa-core-wealth,12,6,24,6/29/22,4/22/22,2,0,0,66295.93,3784001.85,0,0,0,0,0,0,0,0,0,0,1,115,0,0,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,uswa-core-wealth,9,13,19,6/27/22,6/27/22,5,1,1,21335.4,0,0,124310,1108818,0,0,233798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,uswa-core-wealth,3,1,4,6/27/22,6/27/22,1,0,0,172871.26,121202.03,0,860626,300487,50759,0,1450923,21099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,uswa-core-wealth,5,17,14,3/21/22,6/17/21,0,7,4,1418729.51,594439.55,0,2435154,914363,0,532517.34,3378403,0,0,0,0,4,28,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,uswa-emerging-wealth,16,9,31,6/15/22,6/1/22,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,19,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,uswa-core-wealth,5,8,4,6/1/22,10/8/20,0,0,2,0,218105.4936,0,8428695.52,6230259.75,697621.63,15668.9394,21438276.5,37922.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,uswa-core-wealth,16,29,5,6/13/22,5/5/20,0,0,1,124793.6,110473.66,0,101443,85860,442412,0,336916,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,uswa-emerging-wealth,10,11,0,7/6/22,1/0/00,0,0,0,43446.43,64963.15,6523.965,3580739.38,1275644.58,793567.985,51465.67,2553197.23,50904.36,0,774058.32,0,0,73,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,uswa-emerging-wealth,15,11,13,6/29/22,6/13/22,3,1,1,138770.8,396177.11,0,0,0,0,0,0,0,1831002,0,1,36,47,0,7,19,1,8,12,0,0,1,1,0,0,28,0,9,0,0,0,0,0,0
2364,uswa-core-wealth,19,38,17,6/13/22,6/13/22,1,8,5,2312189.285,125957.59,0,0,75896,105511,0,164904,0,0,0,0,0,8,0,0,3,0,0,5,0,0,0,1,0,0,0,6,0,0,2,0,0,0,0
2365,uswa-core-wealth,16,29,3,6/13/22,5/15/19,0,0,0,7194.91,54694.01,0,13559,230330,118786,0,423928,2626,0,30730,0,0,1,0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
