ID,channel,activities_22,activities_21,activities_20,latest_activity,latest_hqa,HQAs_22,HQAs_21,HQAs_20,"('aum', 'Active Equity')","('aum', 'Active FI')","('aum', 'Alts')","('aum', 'Bond ETF')","('aum', 'Core Equity')","('aum', 'Factors')","('aum', 'MAS')","('aum', 'Market Driven/Precision')","('aum', 'Megatrends')","('aum', 'Models')","('aum', 'Sustainable')",mkt_emails_clicked 2020,mkt_emails_opened 2020,mkt_emails_sent 2020,mkt_emails_clicked 2021,mkt_emails_opened 2021,mkt_emails_sent 2021,mkt_emails_clicked 2022,mkt_emails_opened 2022,mkt_emails_sent 2022,"('events_attended', 2020)","('events_attended', 2021)","('events_attended', 2022)","('webinars_attended', 2020)","('webinars_attended', 2021)","('webinars_attended', 2022)","('web_visits', 2020)","('web_visits', 2021)","('web_visits', 2022)","('advisor_center_completes', 2020)","('advisor_center_completes', 2021)","('advisor_center_completes', 2022)","('total_ac_portfolios', 2020)","('total_ac_portfolios', 2021)","('total_ac_portfolios', 2022)"
10396,uswa-core-wealth,2,10,8,3/2/22,5/28/20,0,0,1,379165.73,277665.35,0,460074,544337,11251,0,597756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10397,uswa-core-wealth,3,3,1,7/5/22,1/0/00,0,0,0,1250.85,38817.31,0,9289,391146,5085,0,220224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10398,uswa-emerging-wealth,23,24,20,6/29/22,6/29/22,17,9,5,1500028.21,6607401.59,5472015.55,0,30131.14,10516.24,0,8822.66,0,0,3636627.52,0,0,2,0,0,3,0,0,11,0,0,0,0,0,0,0,12,0,0,2,0,14,2,0
10399,uswa-core-wealth,2,5,7,3/8/22,2/14/22,1,1,2,34888.59,248016.47,8633.33,427245.83,15830796.78,1529867.02,0,2009774.18,0,0,16023.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10400,uswa-emerging-wealth,6,6,3,6/9/22,5/24/18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10401,uswa-core-wealth,11,17,12,6/21/22,6/2/22,4,6,1,5422.2,0,1082000,547595.69,1606673.41,295179.74,0,1845110.89,0,0,0,0,1,47,1,1,11,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10402,uswa-emerging-wealth,9,9,1,6/30/22,2/14/22,1,0,1,367770.885,541.24,0,71317.075,432549.015,9818.215,23029.31,28225.57,436.54,0,5745,10,47,159,3,9,83,2,5,40,0,0,0,0,0,0,58,22,37,1,2,1,0,0,1
10403,uswa-core-wealth,4,7,7,6/21/22,8/9/21,0,2,1,481034.78,428052.26,0,452331,129634,31761,207673.46,306180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10404,uswa-core-wealth,3,12,4,4/26/22,2/25/21,0,1,0,56631.15,107132.775,0,105282,230209,0,0,435338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10405,uswa-emerging-wealth,34,23,8,6/24/22,5/23/22,1,1,1,3484285.44,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,25,1,10,23,0,0,1,1,0,0,12,0,0,0,0,0,0,0,0
10406,uswa-core-wealth,6,13,2,5/31/22,3/16/21,0,2,1,0,6149.72,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10407,uswa-core-wealth,3,9,1,3/31/22,2/10/21,0,1,0,149379.74,101848.98,0,112510,164141,41121,83532.86,467020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10408,uswa-emerging-wealth,11,15,73,6/28/22,6/17/22,3,2,20,323014,1043040.02,33200,64893.17,63822.35,26807.9,0,224646.7,0,0,0,1,6,99,4,5,55,1,1,23,0,2,0,5,2,0,52,1,0,4,1,0,0,0,0
10409,uswa-core-wealth,32,53,33,7/5/22,5/26/22,10,23,6,210751.675,45025.77,0,448156,270024,74692,2072118.69,806192,37569,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13,0,0,1,0,0,0,0
10410,uswa-metro-wealth,1,2,14,5/4/22,11/19/20,0,0,2,0,0,0,15220.52,23108.56,16008.51,0,2042509.66,18005.84,0,0,0,12,31,0,8,45,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10411,uswa-core-wealth,12,10,26,5/31/22,4/5/22,1,3,7,1153970.47,2324546.29,24735.44,0,6774.92,0,1229863.93,0,0,0,2245.51,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10412,uswa-core-wealth,6,8,17,3/11/22,5/24/21,0,2,11,686318.585,275868.52,0,0,0,0,147694.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,246,54,8,9,3,24,12,6
10413,uswa-emerging-wealth,15,25,0,7/1/22,1/25/21,0,1,0,1643775.37,1083004.99,0,0,0,0,684884.57,0,0,0,0,0,0,9,0,0,76,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10414,uswa-core-wealth,22,11,4,7/5/22,2/25/21,0,1,0,1034847.165,364866.795,0,32060,34319,0,0,166538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10415,uswa-core-wealth,11,9,20,5/23/22,5/23/22,4,6,8,1409961.48,2211517.43,0,0,0,0,90860.16,0,0,15526501,0,10,49,183,3,22,102,3,12,41,0,0,0,0,0,0,138,91,14,6,7,2,10,13,0
10416,uswa-metro-wealth,2,23,11,5/10/22,5/10/22,2,16,11,0,0,0,7467899.325,35530178.22,601870.335,0,6820518,0,0,719301.01,0,0,0,0,0,28,1,1,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10417,uswa-core-wealth,5,8,4,6/29/22,12/2/21,0,2,1,87824.32,35168.31,3951.35,279057,60598,14568,0,357316,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10418,uswa-core-wealth,20,19,20,6/29/22,7/19/17,0,0,0,0,112943.49,175165.88,144134.08,18287106.42,1407056.07,0,1507601.05,0,0,66031.98,1,13,52,0,13,59,0,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10419,uswa-emerging-wealth,1,5,0,2/24/22,1/0/00,0,0,0,59149.58,66997.52,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10420,uswa-core-wealth,8,8,6,6/29/22,11/13/20,0,0,4,20156.49,994085.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10421,uswa-core-wealth,16,14,23,6/30/22,4/14/22,4,4,7,165223.1,669457.16,4995.96,0,0,0,2222968.71,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10422,uswa-core-wealth,6,11,7,5/27/22,5/27/22,1,1,1,6397.26,65011.93,0,117562,794729,279282,40362.56,613598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10423,uswa-core-wealth,2,4,0,6/13/22,1/0/00,0,0,0,8714.88,5866.94,0,184655,104388,1900,0,144899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10424,uswa-core-wealth,1,9,34,1/24/22,8/31/20,0,0,7,19448.175,3594.23,0,0,0,0,68500.58,0,0,0,0,0,0,0,0,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10425,uswa-emerging-wealth,3,1,3,5/4/22,5/4/22,1,0,0,681737.52,2829023.53,508600.57,1955697.45,1531999.88,26024,530362.85,4022387.43,95540.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10426,uswa-core-wealth,16,18,0,6/29/22,5/23/22,8,8,0,1395480.94,457047.16,140590.36,229567.43,537360.16,3529.08,5659.71,295743.13,0,0,0,0,0,3,0,0,29,0,0,15,0,0,0,0,0,0,0,25,0,0,1,0,0,1,0
10427,uswa-emerging-wealth,0,2,34,2/17/21,8/13/20,0,0,3,145086.94,0,35688.7,136094.49,294893.12,173095.01,401960.2,673396.2,438531.68,0,0,4,12,140,0,3,105,0,3,47,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
10428,uswa-core-wealth,18,20,1,7/5/22,11/4/20,0,0,1,199761.13,319160.35,0,77980,44612,54790,20899.83,177195,10895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10429,uswa-core-wealth,14,1,5,6/29/22,3/16/22,3,0,0,1617643.54,188557.59,83553.44,1223110.28,1461237.84,311657.41,7368.21,2880446.11,0,0,68717,0,2,4,0,4,11,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10430,uswa-core-wealth,12,8,2,6/29/22,5/16/22,3,2,0,194328.57,397507.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10431,uswa-emerging-wealth,48,35,0,6/29/22,5/10/22,3,0,0,86890.8,0,0,156837.69,15350.19,0,0,336311.19,0,0,0,0,0,6,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10432,uswa-emerging-wealth,5,30,1,6/2/22,3/11/21,0,1,0,11204.46,0,0,0,0,0,0,0,0,0,0,0,25,91,0,17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10433,uswa-emerging-wealth,1,19,13,1/18/22,9/21/21,0,1,1,194507.59,30990.52,31376.1,1993.44,2276252.28,304195.3,21624.9,276977.03,0,0,7140.34,0,1,14,0,0,7,0,2,16,0,0,0,0,0,0,0,26,13,0,3,2,0,0,0
10434,uswa-emerging-wealth,3,5,6,6/28/22,5/6/20,0,0,1,165250.81,121844.83,0,41236.02,6684.48,115503.99,0,28525.08,0,0,0,1,7,85,0,1,13,0,1,13,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0
10435,uswa-emerging-wealth,6,6,0,6/22/22,7/17/19,0,0,0,5560.44,10113.86,183025.39,194256.58,6621362.38,252173.58,0,10998267.89,0,0,15411.18,1,13,105,0,8,46,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10436,uswa-emerging-wealth,7,7,0,6/28/22,1/0/00,0,0,0,100904.355,119985.14,0,0,0,0,0,0,0,0,0,0,31,88,0,17,41,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10437,uswa-core-wealth,26,21,6,7/5/22,4/6/22,6,0,1,534294.96,371364.29,0,0,0,0,646992.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
10438,uswa-core-wealth,0,1,0,6/8/21,1/0/00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10439,uswa-core-wealth,5,15,28,3/14/22,3/10/22,2,2,4,87286.15,321383.48,0,431922,486615,562637,0,794558,19021,0,26723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10440,uswa-emerging-wealth,8,7,0,7/6/22,1/0/00,0,0,0,0,0,0,1808631.78,0,14963.8,0,346666.32,0,0,0,0,9,31,0,11,34,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10441,uswa-core-wealth,5,5,2,3/11/22,1/5/21,0,1,1,27124.93,135738.51,0,1951044,656277,84109,89258.19,1769640,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10442,uswa-core-wealth,11,23,16,7/1/22,5/24/22,2,9,5,2981237.38,2425440.28,29749.85,1558122,375260,417442,1245745.6,1059572,98792,0,52918,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,326,326,31,8,6,4,13,16,5
10443,uswa-core-wealth,2,5,0,6/16/22,6/16/22,1,2,0,2937.57,3923.82,3680.71,0,0,5774.71,93384.04,3123.24,0,0,8725.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10444,uswa-emerging-wealth,22,19,18,7/1/22,1/0/00,0,0,0,2568326.075,328180.76,5690.62,0,0,96299.51,18591.515,134377.95,0,0,0,0,0,5,0,0,18,0,0,13,0,0,0,0,0,0,18,0,0,2,0,0,0,0,0
10445,uswa-core-wealth,6,12,0,4/28/22,12/4/18,0,0,0,0,40794.52,11467.58,1217009.53,346748.11,76373.55,40042.33,347025.97,0,780108.72,24306.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10446,uswa-core-wealth,6,16,6,5/2/22,4/12/22,1,1,4,147825.4,1081071.34,0,676335,376406,319381,2244.52,1022258,7330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10447,uswa-core-wealth,5,12,20,6/29/22,10/11/21,0,2,9,428492.64,838369.265,0,509685,269365,296395,623170.535,657071,224579,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,152,0,0,6,0,0,12,0,0
10448,uswa-core-wealth,20,20,3,7/5/22,3/11/20,0,0,1,194448.97,191234.5,0,548334,245290,163547,21543.83,474543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10449,uswa-core-wealth,7,9,32,6/29/22,6/18/21,0,2,1,245612.045,2214904.025,0,676310.57,607401.12,32254.75,493968.82,582183.63,62654.4,0,0,0,0,35,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10450,uswa-core-wealth,9,11,6,4/21/22,4/5/22,2,2,0,270393.78,501411.73,0,0,0,0,199526.63,0,0,0,3832.45,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10451,uswa-core-wealth,20,20,2,7/5/22,8/12/19,0,0,0,50245.64,325976.69,0,165241,689959,52182,759.14,729861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10452,uswa-emerging-wealth,8,26,0,6/22/22,1/31/22,1,11,0,0,0,0,11069.48,0,0,0,0,0,0,0,0,0,7,0,0,5,0,1,11,0,0,0,0,0,2,8,2,7,2,1,1,0,0,0
10453,uswa-core-wealth,3,8,19,4/26/22,2/11/20,0,0,1,4270.94,21571.6,0,1811986,151967,336881,0,87911,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10454,uswa-mega-wealth,0,0,0,1/0/00,1/0/00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10455,uswa-core-wealth,1,16,28,2/1/22,4/28/21,0,1,1,14810.16,99255.28,13489.31,340148,69155,171035,0,86761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10456,uswa-core-wealth,13,8,4,5/6/22,3/18/22,6,1,0,2818.18,43370.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,44,0,0,5,0,0,2
10457,uswa-core-wealth,7,17,32,5/4/22,11/19/21,0,1,0,19547.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
10458,uswa-core-wealth,0,18,24,10/5/21,12/13/18,0,0,0,149698.25,95705.65,0,727628,482605,0,0,2236099,954,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10459,uswa-core-wealth,2,0,0,5/18/22,3/28/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10460,uswa-core-wealth,5,11,20,6/30/22,6/30/22,4,4,8,497699.12,356479.7,0,924138,586421,0,0,1449715,0,0,8828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10461,uswa-emerging-wealth,0,1,0,9/20/21,1/0/00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10462,uswa-emerging-wealth,16,40,7,6/30/22,5/9/22,3,7,0,160536.455,397092.1903,12616.31,0,0,0,113974.35,0,0,0,0,0,0,11,0,0,13,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10463,uswa-core-wealth,2,18,30,6/8/22,1/0/00,0,0,0,115428.66,10637.8,0,0,0,0,6775.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10464,uswa-core-wealth,14,33,16,5/3/22,3/16/22,8,3,1,1660572.99,2651015.76,10125,643918,696101,82022,2071980.12,1059737,11991,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,148,0,0,7,0,0,10
10465,uswa-emerging-wealth,31,12,0,6/28/22,5/3/21,0,1,0,583348.775,36487.41,130231.05,636411.8,649043.035,67969.1,351551.57,2288509.34,39540.24,0,161503.44,1,2,101,0,0,33,0,0,0,0,0,0,1,0,0,10,23,0,0,1,0,0,0,0
10466,uswa-core-wealth,5,21,3,5/2/22,12/9/21,0,5,0,94274.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0
10467,uswa-core-wealth,22,12,23,6/28/22,6/28/22,5,6,10,2897740.77,1544551.72,578415.25,0,17422478.64,4971796.93,0,2236582.76,0,0,8715.51,0,22,27,2,7,12,1,10,13,0,0,0,0,0,0,164,78,40,8,4,3,19,10,6
10468,uswa-core-wealth,11,17,15,5/23/22,3/29/22,1,1,1,1141705.735,347576.02,0,0,249695,90386,11729.88,262231,19370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10469,uswa-core-wealth,3,10,14,3/31/22,3/3/21,0,2,2,38905.26,149686.01,0,0,0,0,10002.53,0,0,0,0,2,10,43,1,36,56,0,5,29,0,0,0,0,0,0,7,61,0,0,2,0,0,0,0
10470,uswa-metro-wealth,9,9,0,6/28/22,5/16/17,0,0,0,0,0,0,12247641.43,263822.1,32719.02,0,256785.44,0,0,0,0,0,2,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10471,uswa-core-wealth,8,16,7,6/30/22,10/2/19,0,0,0,233857.14,481954.82,0,280218,208521,49851,157718.86,415003,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10472,uswa-emerging-wealth,3,6,20,5/11/22,5/11/22,2,0,2,3818.52,7472.81,1224874.35,0,826272.47,181392.12,255340.68,152398.8,0,0,0,0,2,13,0,1,10,0,1,17,0,0,0,0,0,0,157,0,0,3,0,0,5,0,0
10473,uswa-emerging-wealth,2,4,1,6/21/22,3/17/22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,8,0,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10474,uswa-core-wealth,15,29,8,6/23/22,6/23/22,5,11,7,1410115.58,1294441.54,289446.77,0,0,0,264944.67,0,0,0,0,0,4,22,0,4,12,0,0,1,0,0,0,0,0,0,372,702,236,14,9,9,160,39,34
10475,uswa-core-wealth,19,11,9,7/5/22,3/25/20,0,0,1,148264.24,241688.085,0,148652,1380618,184719,281623,763678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0
10476,uswa-core-wealth,5,16,6,5/2/22,5/19/20,0,0,2,9857.95,331121.83,0,60037,56197.1,0,0,54687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0
10477,uswa-core-wealth,11,15,7,6/23/22,6/23/22,1,0,2,1413.12,14739.69,0,167811,407455,48771,0,971797,4074,0,0,0,1,3,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10478,uswa-core-wealth,15,13,16,6/6/22,6/6/22,3,0,0,72303.8,1385768.16,9468.13,0,0,0,174293.81,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
10479,uswa-emerging-wealth,8,2,2,6/21/22,5/11/22,3,0,1,344448.17,60681.08,52936.43,0,0,0,1825.865,0,0,0,0,1,5,85,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10480,uswa-emerging-wealth,9,9,0,5/18/22,5/17/22,1,0,0,210919.535,0,0,0,0,0,0,0,0,0,0,1,9,85,0,9,35,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10481,uswa-metro-wealth,4,1,0,6/24/22,12/14/16,0,0,0,0,0,0,0,0,0,0,2537064.2,0,0,0,0,0,2,0,3,28,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10482,uswa-core-wealth,19,19,0,7/5/22,9/22/21,0,4,0,58084.72,30262.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10483,uswa-emerging-wealth,48,12,0,6/29/22,1/0/00,0,0,0,0,0,0,0,645269.5,53296.83,0,75899.7,0,0,39372.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10484,uswa-emerging-wealth,10,12,23,5/18/22,1/11/21,0,1,4,273108.68,357939.85,0,0,0,0,0,0,0,0,0,5,156,169,2,82,97,1,31,41,0,0,1,4,0,0,125,68,21,5,3,2,3,1,0
10485,uswa-emerging-wealth,9,9,3,7/6/22,1/0/00,0,0,0,17909.5,17633.38,5256.38,111680.88,264156.46,9556.12,52747.57,677649.26,0,31963.64,0,0,0,7,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10486,uswa-core-wealth,1,8,0,3/8/22,1/0/00,0,0,0,19853.89,13658.81,0,0,0,0,12323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10487,uswa-core-wealth,12,8,5,6/29/22,6/2/22,8,2,0,538768.23,286523.68,38126.81,199903,228030,399992,66016.32,226135,2112,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,17,143,0,0,13,0,0,17
10488,uswa-core-wealth,24,27,2,7/5/22,2/9/22,3,5,0,103902.37,231015.79,0,1037124,363092,0,14378.95,1339808,1515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10489,uswa-emerging-wealth,10,6,4,7/6/22,7/28/20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,8,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10490,uswa-core-wealth,8,11,3,7/6/22,2/8/19,0,0,0,27729.28,3046.32,0,190589,15534,0,0,362082,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10491,uswa-emerging-wealth,6,12,1,7/6/22,1/0/00,0,0,0,22983.75,15809.12,0,8690.85,110699.05,0,0,14772.27,0,0,0,0,3,18,0,5,40,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10492,uswa-core-wealth,1,18,8,5/5/22,11/24/20,0,0,1,0,0,26461.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10493,uswa-metro-wealth,3,6,11,6/6/22,10/14/19,0,0,0,0,0,0,902751.59,255769.26,738986.67,0,1408864.77,0,0,119955.65,0,1,99,0,0,20,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10494,uswa-metro-wealth,7,6,5,6/28/22,10/3/19,0,0,0,23945.825,0,0,421675.145,469313.97,1364672.99,11889.27,1922995.48,66979.81,0,44051.85,0,2,20,0,19,40,0,2,17,0,0,0,0,0,0,44,13,0,0,3,0,0,0,0
10495,uswa-core-wealth,2,9,8,3/8/22,3/20/20,0,0,3,21986.84,9288.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10496,uswa-emerging-wealth,28,28,13,7/5/22,1/6/22,1,0,0,365131.85,194009.34,204167.25,34227.32,586973.28,591089.22,16194.45,15006240.65,0,0,155679.86,0,10,27,0,31,46,0,52,69,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
10497,uswa-core-wealth,19,36,4,6/30/22,6/30/22,16,32,1,1450125.46,488423.78,353469.85,0,0,0,1603703.31,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,3,853,94,3,12,6,0,55,56
10498,uswa-core-wealth,6,9,19,4/5/22,4/1/22,1,2,4,1250764.865,615388.295,0,844081,370659,14002,4567253.595,399743,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
10499,uswa-core-wealth,4,2,17,6/28/22,6/28/22,2,1,12,51875.725,442546.23,0,1398037,437297,3863,0,1523031,0,0,5026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10500,uswa-core-wealth,17,9,18,5/26/22,5/26/22,4,4,1,442296.27,306888.16,0,672799,382406,272486,62225.16,859115,68460,0,0,0,1,3,0,1,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10501,uswa-mega-wealth,1,1,0,3/24/22,1/0/00,0,0,0,565143.07,8157951.14,49952.95,1761685.03,60279603.5,10654989.84,306994.41,63988468.37,3302.52,0,62777.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10502,uswa-core-wealth,5,14,6,6/29/22,11/8/21,0,3,2,950507.02,19597.48,0,109700,430026,1770114,54339.09,63813,0,0,0,0,8,70,0,4,59,1,5,29,0,0,0,0,0,0,159,44,6,6,4,0,6,0,0
10503,uswa-core-wealth,12,6,5,6/29/22,9/10/19,0,0,0,31778.02,79408.22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,72,0,0,1,0,0,0,0,0
10504,uswa-emerging-wealth,0,3,17,3/12/21,3/30/20,0,0,1,405587.54,33123.89,0,3455861.45,2180706.69,2258192.39,170901.94,4931286.39,219464.16,0,0,5,5,140,2,3,65,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10505,uswa-emerging-wealth,10,4,0,7/6/22,1/0/00,0,0,0,161798.18,15895.225,0,0,0,0,37465.97,0,0,0,0,0,0,6,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10506,uswa-core-wealth,5,6,9,6/29/22,5/4/20,0,0,3,11586.05,146859.15,0,78158,100188,64381,68200.9,156846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,0,4,3,0,9,1,0
